Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
34.0,1.0,1.0,35.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,23885.0
25.0,0.0,3.0,20.0,2.0,1.0,4.0,4.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,20711.0
38.0,1.0,3.0,6.0,2.0,2.0,2.0,4.0,0.0,5.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,17858.0
40.0,1.0,1.0,8.0,3.0,1.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,17001.0
46.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,23578.0
36.0,1.0,3.0,7.0,3.0,2.0,3.0,5.0,1.0,5.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,22990.0
59.0,0.0,1.0,22.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,34465.0
61.0,1.0,3.0,23.0,3.0,2.0,3.0,4.0,1.0,5.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,24083.0
30.0,1.0,1.0,34.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,6.0,0.0,1.0,0.0,2.0,2.0,23013.0
28.0,1.0,1.0,16.0,3.0,1.0,5.0,4.0,0.0,4.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,20957.0
28.0,1.0,3.0,11.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,19908.0
22.0,0.0,1.0,32.0,2.0,1.0,2.0,4.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,17814.0
33.0,1.0,1.0,9.0,1.0,2.0,3.0,5.0,1.0,5.0,2.0,6.0,0.0,4.0,0.0,2.0,2.0,20854.0
41.0,0.0,3.0,16.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,21230.0
39.0,0.0,1.0,28.0,3.0,0.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,25880.0
34.0,1.0,1.0,7.0,2.0,2.0,4.0,5.0,0.0,5.0,3.0,5.0,1.0,4.0,0.0,1.0,1.0,21477.0
38.0,0.0,1.0,9.0,1.0,2.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,18692.0
32.0,0.0,1.0,14.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,27621.0
38.0,1.0,1.0,35.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,21261.0
29.0,1.0,1.0,28.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,21391.0
37.0,1.0,3.0,16.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,21694.0
36.0,1.0,3.0,9.0,3.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,20692.0
26.0,1.0,3.0,10.0,2.0,2.0,4.0,4.0,1.0,5.0,1.0,3.0,1.0,4.0,0.0,3.0,2.0,22872.0
38.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,6.0,1.0,4.0,0.0,1.0,1.0,22347.0
43.0,1.0,1.0,9.0,3.0,1.0,3.0,5.0,0.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,21271.0
37.0,1.0,3.0,12.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,5.0,0.0,3.0,1.0,0.0,2.0,21502.0
33.0,1.0,1.0,12.0,2.0,2.0,4.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,21976.0
38.0,1.0,3.0,23.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,6.0,0.0,5.0,1.0,1.0,2.0,25012.0
31.0,1.0,3.0,22.0,3.0,2.0,4.0,5.0,3.0,5.0,1.0,4.0,0.0,1.0,0.0,3.0,3.0,25818.0
32.0,1.0,3.0,12.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,5.0,1.0,1.0,2.0,20010.0
38.0,0.0,3.0,16.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,20666.0
41.0,1.0,3.0,13.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,6.0,0.0,3.0,1.0,1.0,2.0,22347.0
51.0,1.0,1.0,35.0,2.0,1.0,3.0,4.0,4.0,5.0,0.0,6.0,1.0,5.0,0.0,1.0,0.0,35558.0
34.0,1.0,3.0,34.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,5.0,1.0,0.0,2.0,21712.0
44.0,0.0,1.0,29.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,5.0,0.0,3.0,1.0,0.0,2.0,17042.0
49.0,1.0,1.0,26.0,3.0,1.0,3.0,3.0,1.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,21567.0
53.0,1.0,3.0,8.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,30427.0
36.0,1.0,1.0,16.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,2.0,3.0,22094.0
29.0,1.0,3.0,9.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,20561.0
35.0,1.0,1.0,17.0,2.0,2.0,3.0,4.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,20686.0
35.0,1.0,3.0,28.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,24015.0
30.0,1.0,1.0,35.0,3.0,1.0,4.0,5.0,0.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,22463.0
38.0,0.0,1.0,24.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,5.0,0.0,5.0,1.0,1.0,1.0,18688.0
28.0,1.0,1.0,13.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,19558.0
36.0,1.0,1.0,33.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,7.0,0.0,3.0,0.0,0.0,2.0,20237.0
45.0,1.0,3.0,15.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,25761.0
41.0,0.0,3.0,12.0,2.0,2.0,3.0,5.0,3.0,5.0,0.0,7.0,1.0,5.0,0.0,2.0,3.0,29153.0
52.0,1.0,1.0,10.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,31555.0
46.0,1.0,1.0,27.0,3.0,2.0,4.0,6.0,3.0,5.0,1.0,4.0,1.0,3.0,0.0,1.0,3.0,29529.0
49.0,1.0,1.0,13.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,25965.0
55.0,1.0,1.0,26.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,20415.0
28.0,1.0,1.0,15.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,17070.0
35.0,1.0,1.0,7.0,2.0,1.0,4.0,2.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,21958.0
38.0,1.0,3.0,10.0,2.0,1.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,22347.0
52.0,1.0,3.0,9.0,3.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,31856.0
30.0,1.0,1.0,35.0,2.0,1.0,4.0,4.0,0.0,3.0,1.0,6.0,0.0,5.0,1.0,1.0,1.0,21192.0
41.0,1.0,3.0,17.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0,25530.0
40.0,1.0,1.0,19.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,6.0,0.0,3.0,1.0,2.0,2.0,23973.0
46.0,0.0,3.0,16.0,2.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,2.0,24271.0
38.0,0.0,3.0,7.0,3.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,28203.0
34.0,0.0,3.0,23.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,24046.0
32.0,0.0,3.0,13.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,19668.0
26.0,1.0,3.0,13.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,6.0,0.0,5.0,0.0,0.0,2.0,22347.0
38.0,1.0,1.0,13.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0,18491.0
29.0,0.0,3.0,26.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,17157.0
27.0,1.0,3.0,36.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,7.0,0.0,5.0,1.0,1.0,2.0,22984.0
38.0,1.0,1.0,35.0,3.0,2.0,3.0,3.0,0.0,5.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,22347.0
38.0,1.0,3.0,17.0,2.0,1.0,3.0,5.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,1.0,2.0,25372.0
38.0,0.0,1.0,16.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,22347.0
40.0,0.0,1.0,16.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,25460.0
29.0,0.0,3.0,6.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,22918.0
19.0,1.0,3.0,13.0,3.0,1.0,4.0,5.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,19878.0
34.0,1.0,3.0,17.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,24165.0
21.0,1.0,3.0,9.0,3.0,1.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,1.0,1.0,21461.0
48.0,0.0,1.0,28.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,32174.0
41.0,1.0,1.0,12.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,7.0,1.0,3.0,1.0,2.0,2.0,21032.0
51.0,1.0,1.0,18.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,0.0,5.0,1.0,1.0,4.0,38604.0
41.0,1.0,3.0,8.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,31015.0
44.0,0.0,2.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,20743.0
27.0,0.0,3.0,14.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,23726.0
45.0,1.0,1.0,17.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,0.0,2.0,2.0,25143.0
37.0,1.0,1.0,19.0,3.0,0.0,3.0,5.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,27536.0
39.0,0.0,3.0,27.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,7.0,0.0,5.0,0.0,0.0,2.0,20736.0
31.0,0.0,1.0,14.0,1.0,2.0,4.0,4.0,0.0,3.0,1.0,3.0,0.0,5.0,0.0,1.0,1.0,19952.0
38.0,1.0,3.0,8.0,3.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,22347.0
39.0,1.0,1.0,16.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,32068.0
32.0,0.0,1.0,10.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,4.0,1.0,3.0,3.0,32353.0
44.0,1.0,2.0,6.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,5.0,1.0,3.0,1.0,0.0,1.0,18195.0
38.0,1.0,3.0,29.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,18540.0
38.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,22347.0
38.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,21553.0
30.0,1.0,2.0,24.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,3.0,0.0,1.0,3.0,26666.0
35.0,0.0,1.0,7.0,3.0,2.0,4.0,5.0,1.0,5.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,24021.0
36.0,0.0,1.0,25.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,0.0,1.0,3.0,28040.0
26.0,1.0,3.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,5.0,0.0,1.0,2.0,20296.0
55.0,1.0,1.0,12.0,3.0,2.0,3.0,4.0,2.0,5.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,38084.0
41.0,1.0,2.0,16.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,34141.0
22.0,0.0,3.0,16.0,3.0,2.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,21288.0
37.0,0.0,1.0,18.0,2.0,2.0,4.0,5.0,1.0,4.0,3.0,3.0,0.0,4.0,1.0,2.0,2.0,25177.0
52.0,0.0,1.0,7.0,3.0,0.0,2.0,5.0,3.0,5.0,3.0,5.0,0.0,1.0,1.0,1.0,3.0,26162.0
58.0,0.0,1.0,6.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,20660.0
38.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,7.0,1.0,5.0,0.0,0.0,1.0,22347.0
29.0,1.0,1.0,7.0,3.0,1.0,4.0,4.0,0.0,5.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,22269.0
34.0,1.0,1.0,13.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,5.0,1.0,2.0,2.0,22347.0
39.0,0.0,1.0,15.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,4.0,0.0,1.0,4.0,34431.0
50.0,1.0,1.0,15.0,2.0,1.0,3.0,4.0,3.0,4.0,0.0,6.0,0.0,4.0,0.0,1.0,3.0,26081.0
35.0,1.0,1.0,33.0,3.0,1.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,17559.0
29.0,1.0,1.0,29.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,17700.0
55.0,1.0,1.0,12.0,3.0,2.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,38084.0
51.0,0.0,2.0,10.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,36878.0
34.0,1.0,1.0,13.0,2.0,0.0,2.0,3.0,3.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,26994.0
40.0,1.0,3.0,16.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,21852.0
32.0,1.0,3.0,13.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,6.0,0.0,5.0,1.0,3.0,2.0,24138.0
19.0,1.0,1.0,9.0,3.0,1.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,16483.0
31.0,1.0,2.0,16.0,2.0,2.0,3.0,4.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,25025.0
36.0,1.0,1.0,12.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,26773.0
36.0,1.0,1.0,8.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,5.0,0.0,5.0,1.0,0.0,1.0,17519.0
52.0,0.0,1.0,13.0,3.0,1.0,3.0,5.0,0.0,3.0,3.0,2.0,0.0,5.0,1.0,2.0,1.0,21516.0
37.0,1.0,1.0,6.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,2.0,20993.0
29.0,1.0,3.0,16.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,17297.0
56.0,1.0,1.0,9.0,1.0,2.0,4.0,5.0,0.0,3.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,21340.0
45.0,1.0,1.0,35.0,2.0,2.0,3.0,4.0,4.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,35006.0
36.0,1.0,1.0,11.0,2.0,1.0,2.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,95000.0
24.0,0.0,1.0,15.0,2.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,17694.0
35.0,1.0,1.0,12.0,3.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,22664.0
50.0,1.0,1.0,35.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,32046.0
51.0,1.0,3.0,32.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,31307.0
53.0,0.0,1.0,35.0,3.0,1.0,3.0,2.0,4.0,3.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,31925.0
38.0,1.0,1.0,7.0,2.0,1.0,3.0,5.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,25152.0
30.0,1.0,1.0,9.0,2.0,2.0,4.0,4.0,0.0,4.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,21381.0
50.0,1.0,1.0,14.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,0.0,4.0,0.0,2.0,3.0,29144.0
34.0,1.0,1.0,16.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,17008.0
38.0,1.0,1.0,12.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,25025.0
30.0,1.0,1.0,11.0,1.0,1.0,2.0,3.0,0.0,5.0,1.0,6.0,0.0,5.0,0.0,1.0,1.0,18204.0
51.0,1.0,1.0,18.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,0.0,5.0,0.0,2.0,4.0,38604.0
47.0,1.0,3.0,10.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,36143.0
36.0,0.0,3.0,14.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,22587.0
35.0,1.0,1.0,12.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,2.0,21646.0
57.0,1.0,3.0,35.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,29118.0
38.0,1.0,1.0,16.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,18505.0
43.0,0.0,1.0,16.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,17455.0
34.0,1.0,3.0,6.0,1.0,2.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,22083.0
27.0,1.0,1.0,9.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,24150.0
22.0,1.0,1.0,25.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,17323.0
33.0,0.0,1.0,14.0,2.0,2.0,4.0,3.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,21472.0
36.0,1.0,3.0,22.0,3.0,1.0,3.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,1.0,0.0,2.0,20647.0
39.0,1.0,3.0,10.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,29287.0
33.0,1.0,1.0,11.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,0.0,3.0,1.0,1.0,3.0,22119.0
29.0,1.0,1.0,22.0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,20885.0
50.0,1.0,3.0,6.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,34517.0
35.0,1.0,3.0,34.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,17430.0
51.0,1.0,1.0,12.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,5.0,1.0,1.0,4.0,34537.0
42.0,1.0,1.0,14.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,22054.0
50.0,0.0,3.0,6.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,21347.0
38.0,0.0,1.0,13.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,17610.0
38.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,22347.0
46.0,0.0,1.0,13.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,20258.0
34.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,17691.0
49.0,1.0,1.0,11.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,0.0,5.0,1.0,1.0,3.0,29677.0
31.0,1.0,1.0,15.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,25648.0
31.0,1.0,1.0,7.0,3.0,2.0,4.0,4.0,0.0,4.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,22426.0
31.0,0.0,1.0,6.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,20003.0
42.0,0.0,3.0,17.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,24908.0
32.0,1.0,3.0,17.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,25261.0
27.0,1.0,1.0,10.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,2.0,1.0,23098.0
39.0,0.0,1.0,36.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,1.0,2.0,21084.0
52.0,1.0,1.0,10.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,31555.0
43.0,0.0,1.0,27.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,17258.0
56.0,1.0,1.0,13.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,0.0,2.0,0.0,0.0,3.0,22260.0
45.0,1.0,1.0,12.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,3.0,28245.0
41.0,1.0,3.0,12.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,5.0,1.0,0.0,3.0,24241.0
29.0,1.0,1.0,13.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,22347.0
39.0,1.0,1.0,9.0,2.0,2.0,3.0,4.0,0.0,3.0,3.0,7.0,1.0,1.0,0.0,1.0,1.0,22622.0
31.0,1.0,1.0,6.0,2.0,2.0,3.0,4.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,17218.0
41.0,0.0,1.0,33.0,3.0,1.0,4.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,23100.0
26.0,1.0,1.0,6.0,2.0,1.0,2.0,4.0,0.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,17933.0
38.0,0.0,1.0,6.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,5.0,0.0,4.0,1.0,2.0,2.0,22347.0
35.0,1.0,1.0,16.0,3.0,0.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,27299.0
43.0,0.0,1.0,16.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,20257.0
50.0,1.0,1.0,34.0,2.0,1.0,2.0,3.0,4.0,5.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,31880.0
41.0,1.0,3.0,7.0,3.0,2.0,3.0,6.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,26135.0
60.0,1.0,3.0,13.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,20220.0
46.0,1.0,1.0,14.0,2.0,2.0,3.0,4.0,3.0,5.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,28402.0
25.0,1.0,2.0,8.0,2.0,1.0,2.0,3.0,0.0,4.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,17187.0
27.0,1.0,1.0,23.0,1.0,2.0,2.0,3.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,18058.0
38.0,1.0,3.0,9.0,3.0,2.0,4.0,4.0,1.0,3.0,0.0,6.0,1.0,3.0,0.0,2.0,2.0,28280.0
40.0,0.0,3.0,28.0,2.0,1.0,3.0,6.0,1.0,3.0,1.0,8.0,0.0,5.0,0.0,1.0,2.0,24414.0
48.0,1.0,3.0,8.0,3.0,2.0,2.0,2.0,1.0,4.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0,23120.0
47.0,0.0,1.0,20.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,20467.0
